Transaction ID,Date Time Served,Bar Name,Brand Name,Opening Balance,Purchase,Consumed,Closing Balance
TXN-10090,2024-03-30 19:15:00,Main Lounge,Grey Goose Vodka,0.0,6000.0,4270.8,1729.2
TXN-10091,2024-03-31 19:00:00,Main Lounge,Grey Goose Vodka,1729.2,18000.0,1511.2,18218.0
TXN-10092,2024-04-01 23:30:00,Main Lounge,Grey Goose Vodka,18218.0,0.0,1338.8,16879.2
TXN-10093,2024-04-02 19:00:00,Main Lounge,Grey Goose Vodka,16879.2,0.0,2370.5,14508.7
TXN-10094,2024-04-03 23:15:00,Main Lounge,Grey Goose Vodka,14508.7,0.0,1251.8,13256.9
TXN-10095,2024-04-04 22:30:00,Main Lounge,Grey Goose Vodka,13256.9,0.0,1990.1,11266.8
TXN-10096,2024-04-05 22:15:00,Main Lounge,Grey Goose Vodka,11266.8,0.0,4008.2,7258.6
TXN-10097,2024-04-06 22:15:00,Main Lounge,Grey Goose Vodka,7258.6,0.0,2893.5,4365.1
TXN-10098,2024-04-07 18:15:00,Main Lounge,Grey Goose Vodka,4365.1,0.0,1664.2,2700.9
TXN-10099,2024-04-08 19:15:00,Main Lounge,Grey Goose Vodka,2700.9,0.0,1761.9,939.0
TXN-10100,2024-04-09 18:15:00,Main Lounge,Grey Goose Vodka,939.0,6000.0,1912.5,5026.5
TXN-10101,2024-04-10 22:45:00,Main Lounge,Grey Goose Vodka,5026.5,0.0,652.3,4374.2
TXN-10102,2024-04-11 19:15:00,Main Lounge,Grey Goose Vodka,4374.2,0.0,968.4,3405.8
TXN-10103,2024-04-12 22:45:00,Main Lounge,Grey Goose Vodka,3405.8,0.0,3405.8,0.0
TXN-10104,2024-04-13 21:45:00,Main Lounge,Grey Goose Vodka,0.0,18000.0,3776.0,14224.0
TXN-10105,2024-04-14 20:45:00,Main Lounge,Grey Goose Vodka,14224.0,0.0,2093.5,12130.5
TXN-10106,2024-04-15 22:30:00,Main Lounge,Grey Goose Vodka,12130.5,0.0,1801.8,10328.7
TXN-10107,2024-04-16 19:30:00,Main Lounge,Grey Goose Vodka,10328.7,0.0,1763.1,8565.6
TXN-10108,2024-04-17 22:45:00,Main Lounge,Grey Goose Vodka,8565.6,0.0,2077.0,6488.6
TXN-10109,2024-04-18 22:15:00,Main Lounge,Grey Goose Vodka,6488.6,0.0,1687.9,4800.7
TXN-10110,2024-04-19 23:15:00,Main Lounge,Grey Goose Vodka,4800.7,0.0,3148.7,1652.0
TXN-10111,2024-04-20 22:30:00,Main Lounge,Grey Goose Vodka,1652.0,12000.0,3419.1,10232.9
TXN-10112,2024-04-21 21:00:00,Main Lounge,Grey Goose Vodka,10232.9,0.0,779.0,9453.9
TXN-10113,2024-04-22 18:45:00,Main Lounge,Grey Goose Vodka,9453.9,0.0,1273.5,8180.4
TXN-10114,2024-04-23 18:30:00,Main Lounge,Grey Goose Vodka,8180.4,0.0,1958.9,6221.5
TXN-10115,2024-04-24 23:45:00,Main Lounge,Grey Goose Vodka,6221.5,0.0,746.6,5474.9
TXN-10116,2024-04-25 18:30:00,Main Lounge,Grey Goose Vodka,5474.9,0.0,1004.6,4470.3
TXN-10117,2024-04-26 18:00:00,Main Lounge,Grey Goose Vodka,4470.3,0.0,3807.6,662.7
TXN-10118,2024-04-27 18:15:00,Main Lounge,Grey Goose Vodka,662.7,12000.0,3802.1,8860.6
TXN-10119,2024-04-28 22:00:00,Main Lounge,Grey Goose Vodka,8860.6,0.0,1291.7,7568.9
TXN-10120,2024-04-29 18:30:00,Main Lounge,Grey Goose Vodka,7568.9,0.0,1424.3,6144.6
TXN-10121,2024-04-30 19:30:00,Main Lounge,Grey Goose Vodka,6144.6,0.0,1607.1,4537.5
TXN-10122,2024-05-01 22:30:00,Main Lounge,Grey Goose Vodka,4537.5,0.0,1681.8,2855.7
TXN-10123,2024-05-02 22:30:00,Main Lounge,Grey Goose Vodka,2855.7,0.0,2071.2,784.5
TXN-10124,2024-05-03 22:15:00,Main Lounge,Grey Goose Vodka,784.5,6000.0,4407.2,2377.3
TXN-10125,2024-05-04 18:15:00,Main Lounge,Grey Goose Vodka,2377.3,0.0,2377.3,0.0
TXN-10126,2024-05-05 22:15:00,Main Lounge,Grey Goose Vodka,0.0,12000.0,1744.1,10255.9
TXN-10127,2024-05-06 19:30:00,Main Lounge,Grey Goose Vodka,10255.9,0.0,1671.5,8584.4
TXN-10128,2024-05-07 22:00:00,Main Lounge,Grey Goose Vodka,8584.4,0.0,1329.3,7255.1
TXN-10129,2024-05-08 18:00:00,Main Lounge,Grey Goose Vodka,7255.1,0.0,901.1,6354.0
TXN-10130,2024-05-09 23:45:00,Main Lounge,Grey Goose Vodka,6354.0,0.0,919.6,5434.4
TXN-10131,2024-05-10 23:30:00,Main Lounge,Grey Goose Vodka,5434.4,0.0,2505.1,2929.3
TXN-10132,2024-05-11 19:45:00,Main Lounge,Grey Goose Vodka,2929.3,0.0,2929.3,0.0
TXN-10133,2024-05-12 18:30:00,Main Lounge,Grey Goose Vodka,0.0,6000.0,2283.5,3716.5
TXN-10134,2024-05-13 23:00:00,Main Lounge,Grey Goose Vodka,3716.5,0.0,1774.6,1941.9
TXN-10135,2024-05-14 23:15:00,Main Lounge,Grey Goose Vodka,1941.9,6000.0,902.2,7039.7
TXN-10136,2024-05-15 22:00:00,Main Lounge,Grey Goose Vodka,7039.7,0.0,1175.9,5863.8
TXN-10137,2024-05-16 21:00:00,Main Lounge,Grey Goose Vodka,5863.8,0.0,1438.3,4425.5
TXN-10138,2024-05-17 20:45:00,Main Lounge,Grey Goose Vodka,4425.5,0.0,3384.8,1040.7
TXN-10139,2024-05-18 23:30:00,Main Lounge,Grey Goose Vodka,1040.7,6000.0,3112.7,3928.0
TXN-10140,2024-05-19 18:30:00,Main Lounge,Grey Goose Vodka,3928.0,0.0,1120.0,2808.0
TXN-10141,2024-05-20 19:45:00,Main Lounge,Grey Goose Vodka,2808.0,0.0,1509.5,1298.5
TXN-10142,2024-05-21 21:15:00,Main Lounge,Grey Goose Vodka,1298.5,12000.0,2004.2,11294.3
TXN-10143,2024-05-22 20:15:00,Main Lounge,Grey Goose Vodka,11294.3,0.0,1196.8,10097.5
TXN-10144,2024-05-23 18:00:00,Main Lounge,Grey Goose Vodka,10097.5,0.0,951.3,9146.2
TXN-10145,2024-05-24 22:15:00,Main Lounge,Grey Goose Vodka,9146.2,0.0,4218.1,4928.1
TXN-10146,2024-05-25 23:15:00,Main Lounge,Grey Goose Vodka,4928.1,0.0,2752.9,2175.2
TXN-10147,2024-05-26 19:45:00,Main Lounge,Grey Goose Vodka,2175.2,0.0,2175.2,0.0
TXN-10148,2024-05-27 22:00:00,Main Lounge,Grey Goose Vodka,0.0,12000.0,772.7,11227.3
TXN-10149,2024-05-28 18:30:00,Main Lounge,Grey Goose Vodka,11227.3,0.0,1526.5,9700.8
TXN-10150,2024-05-29 18:15:00,Main Lounge,Grey Goose Vodka,9700.8,0.0,1431.6,8269.2
TXN-10151,2024-05-30 18:30:00,Main Lounge,Grey Goose Vodka,8269.2,0.0,1677.7,6591.5
TXN-10152,2024-05-31 22:45:00,Main Lounge,Grey Goose Vodka,6591.5,0.0,3992.8,2598.7
TXN-10153,2024-06-01 22:15:00,Main Lounge,Grey Goose Vodka,2598.7,0.0,2598.7,0.0
TXN-10154,2024-06-02 22:00:00,Main Lounge,Grey Goose Vodka,0.0,18000.0,1339.6,16660.4
TXN-10155,2024-06-03 20:00:00,Main Lounge,Grey Goose Vodka,16660.4,0.0,1417.6,15242.8
TXN-10156,2024-06-04 23:00:00,Main Lounge,Grey Goose Vodka,15242.8,0.0,832.4,14410.4
TXN-10157,2024-06-05 19:15:00,Main Lounge,Grey Goose Vodka,14410.4,0.0,2042.5,12367.9
TXN-10158,2024-06-06 23:30:00,Main Lounge,Grey Goose Vodka,12367.9,0.0,2261.3,10106.6
TXN-10159,2024-06-07 22:15:00,Main Lounge,Grey Goose Vodka,10106.6,0.0,3968.6,6138.0
TXN-10160,2024-06-08 18:00:00,Main Lounge,Grey Goose Vodka,6138.0,0.0,3462.7,2675.3
TXN-10161,2024-06-09 20:30:00,Main Lounge,Grey Goose Vodka,2675.3,0.0,1853.6,821.7
TXN-10162,2024-06-10 19:15:00,Main Lounge,Grey Goose Vodka,821.7,12000.0,2182.7,10639.0
TXN-10163,2024-06-11 20:30:00,Main Lounge,Grey Goose Vodka,10639.0,0.0,2292.8,8346.2
TXN-10164,2024-06-12 18:15:00,Main Lounge,Grey Goose Vodka,8346.2,0.0,2139.7,6206.5
TXN-10165,2024-06-13 19:30:00,Main Lounge,Grey Goose Vodka,6206.5,0.0,1954.1,4252.4
TXN-10166,2024-06-14 22:45:00,Main Lounge,Grey Goose Vodka,4252.4,0.0,3384.9,867.5
TXN-10167,2024-06-15 22:15:00,Main Lounge,Grey Goose Vodka,867.5,6000.0,3983.5,2884.0
TXN-10168,2024-06-16 19:00:00,Main Lounge,Grey Goose Vodka,2884.0,0.0,1494.5,1389.5
TXN-10169,2024-06-17 18:30:00,Main Lounge,Grey Goose Vodka,1389.5,18000.0,1730.9,17658.6
TXN-10170,2024-06-18 20:15:00,Main Lounge,Grey Goose Vodka,17658.6,0.0,935.9,16722.7
TXN-10171,2024-06-19 18:30:00,Main Lounge,Grey Goose Vodka,16722.7,0.0,1146.8,15575.9
TXN-10172,2024-06-20 20:00:00,Main Lounge,Grey Goose Vodka,15575.9,0.0,1815.3,13760.6
TXN-10173,2024-06-21 22:00:00,Main Lounge,Grey Goose Vodka,13760.6,0.0,3466.6,10294.0
TXN-10174,2024-06-22 19:00:00,Main Lounge,Grey Goose Vodka,10294.0,0.0,3592.6,6701.4
TXN-10175,2024-06-23 21:15:00,Main Lounge,Grey Goose Vodka,6701.4,0.0,1583.1,5118.3
TXN-10176,2024-06-24 18:15:00,Main Lounge,Grey Goose Vodka,5118.3,0.0,1337.7,3780.6
TXN-10177,2024-06-25 18:15:00,Main Lounge,Grey Goose Vodka,3780.6,0.0,1005.6,2775.0
TXN-10178,2024-06-26 23:30:00,Main Lounge,Grey Goose Vodka,2775.0,0.0,1032.1,1742.9
TXN-10179,2024-06-27 21:30:00,Main Lounge,Grey Goose Vodka,1742.9,6000.0,1947.4,5795.5
TXN-10180,2024-06-28 23:15:00,Main Lounge,Grey Goose Vodka,5795.5,0.0,3149.7,2645.8
TXN-10181,2024-01-01 19:15:00,Main Lounge,Jack Daniel's Bourbon,6000.0,0.0,1304.9,4695.1
TXN-10182,2024-01-02 20:30:00,Main Lounge,Jack Daniel's Bourbon,4695.1,0.0,1816.3,2878.8
TXN-10183,2024-01-03 21:00:00,Main Lounge,Jack Daniel's Bourbon,2878.8,0.0,1550.5,1328.3
TXN-10184,2024-01-04 20:30:00,Main Lounge,Jack Daniel's Bourbon,1328.3,12000.0,1406.5,11921.8
TXN-10185,2024-01-05 19:30:00,Main Lounge,Jack Daniel's Bourbon,11921.8,0.0,2175.0,9746.8
TXN-10186,2024-01-06 23:15:00,Main Lounge,Jack Daniel's Bourbon,9746.8,0.0,2140.7,7606.1
TXN-10187,2024-01-07 18:45:00,Main Lounge,Jack Daniel's Bourbon,7606.1,0.0,667.0,6939.1
TXN-10188,2024-01-08 18:00:00,Main Lounge,Jack Daniel's Bourbon,6939.1,0.0,1310.2,5628.9
TXN-10189,2024-01-09 18:45:00,Main Lounge,Jack Daniel's Bourbon,5628.9,0.0,2171.7,3457.2
TXN-10190,2024-01-10 18:00:00,Main Lounge,Jack Daniel's Bourbon,3457.2,0.0,1007.9,2449.3
TXN-10191,2024-01-11 20:00:00,Main Lounge,Jack Daniel's Bourbon,2449.3,0.0,1743.0,706.3
TXN-10192,2024-01-12 18:00:00,Main Lounge,Jack Daniel's Bourbon,706.3,12000.0,1993.3,10713.0
TXN-10193,2024-01-13 23:15:00,Main Lounge,Jack Daniel's Bourbon,10713.0,0.0,2233.2,8479.8
TXN-10194,2024-01-14 18:30:00,Main Lounge,Jack Daniel's Bourbon,8479.8,0.0,1057.7,7422.1
TXN-10195,2024-01-15 23:15:00,Main Lounge,Jack Daniel's Bourbon,7422.1,0.0,1298.3,6123.8
TXN-10196,2024-01-16 23:30:00,Main Lounge,Jack Daniel's Bourbon,6123.8,0.0,1565.5,4558.3
TXN-10197,2024-01-17 19:30:00,Main Lounge,Jack Daniel's Bourbon,4558.3,0.0,1441.1,3117.2
TXN-10198,2024-01-18 22:15:00,Main Lounge,Jack Daniel's Bourbon,3117.2,0.0,1537.8,1579.4
TXN-10199,2024-01-19 23:45:00,Main Lounge,Jack Daniel's Bourbon,1579.4,18000.0,2703.2,16876.2
TXN-10200,2024-01-20 23:30:00,Main Lounge,Jack Daniel's Bourbon,16876.2,0.0,2173.4,14702.8
TXN-10201,2024-01-21 23:15:00,Main Lounge,Jack Daniel's Bourbon,14702.8,0.0,1162.9,13539.9
TXN-10202,2024-01-22 22:30:00,Main Lounge,Jack Daniel's Bourbon,13539.9,0.0,1408.6,12131.3
TXN-10203,2024-01-23 21:00:00,Main Lounge,Jack Daniel's Bourbon,12131.3,0.0,725.3,11406.0
TXN-10204,2024-01-24 18:00:00,Main Lounge,Jack Daniel's Bourbon,11406.0,0.0,1318.6,10087.4
TXN-10205,2024-01-25 20:15:00,Main Lounge,Jack Daniel's Bourbon,10087.4,0.0,1208.9,8878.5
TXN-10206,2024-01-26 22:15:00,Main Lounge,Jack Daniel's Bourbon,8878.5,0.0,2097.3,6781.2
TXN-10207,2024-01-27 20:00:00,Main Lounge,Jack Daniel's Bourbon,6781.2,0.0,2266.3,4514.9
TXN-10208,2024-01-28 20:30:00,Main Lounge,Jack Daniel's Bourbon,4514.9,0.0,1782.8,2732.1
TXN-10209,2024-01-29 22:45:00,Main Lounge,Jack Daniel's Bourbon,2732.1,0.0,1301.8,1430.3
TXN-10210,2024-01-30 23:45:00,Main Lounge,Jack Daniel's Bourbon,1430.3,18000.0,1363.5,18066.8
TXN-10211,2024-01-31 20:15:00,Main Lounge,Jack Daniel's Bourbon,18066.8,0.0,1119.1,16947.7
TXN-10212,2024-02-01 21:00:00,Main Lounge,Jack Daniel's Bourbon,16947.7,0.0,1118.9,15828.8
TXN-10213,2024-02-02 23:45:00,Main Lounge,Jack Daniel's Bourbon,15828.8,0.0,2371.6,13457.2
TXN-10214,2024-02-03 23:00:00,Main Lounge,Jack Daniel's Bourbon,13457.2,0.0,2814.9,10642.3
TXN-10215,2024-02-04 18:30:00,Main Lounge,Jack Daniel's Bourbon,10642.3,0.0,1241.7,9400.6
TXN-10216,2024-02-05 23:00:00,Main Lounge,Jack Daniel's Bourbon,9400.6,0.0,1845.2,7555.4
TXN-10217,2024-02-06 23:30:00,Main Lounge,Jack Daniel's Bourbon,7555.4,0.0,1320.8,6234.6
TXN-10218,2024-02-07 19:45:00,Main Lounge,Jack Daniel's Bourbon,6234.6,0.0,1515.6,4719.0
TXN-10219,2024-02-08 22:15:00,Main Lounge,Jack Daniel's Bourbon,4719.0,0.0,1855.9,2863.1
TXN-10220,2024-02-09 22:00:00,Main Lounge,Jack Daniel's Bourbon,2863.1,0.0,2458.2,404.9
TXN-10221,2024-02-10 22:30:00,Main Lounge,Jack Daniel's Bourbon,404.9,12000.0,2289.1,10115.8
TXN-10222,2024-02-11 23:15:00,Main Lounge,Jack Daniel's Bourbon,10115.8,0.0,1376.2,8739.6
TXN-10223,2024-02-12 21:45:00,Main Lounge,Jack Daniel's Bourbon,8739.6,0.0,417.9,8321.7
TXN-10224,2024-02-13 22:00:00,Main Lounge,Jack Daniel's Bourbon,8321.7,0.0,1481.0,6840.7
TXN-10225,2024-02-14 20:30:00,Main Lounge,Jack Daniel's Bourbon,6840.7,0.0,1510.5,5330.2
TXN-10226,2024-02-15 19:30:00,Main Lounge,Jack Daniel's Bourbon,5330.2,0.0,899.3,4430.9
TXN-10227,2024-02-16 23:15:00,Main Lounge,Jack Daniel's Bourbon,4430.9,0.0,2900.2,1530.7
TXN-10228,2024-02-17 23:30:00,Main Lounge,Jack Daniel's Bourbon,1530.7,18000.0,2600.4,16930.3
TXN-10229,2024-02-18 18:00:00,Main Lounge,Jack Daniel's Bourbon,16930.3,0.0,1336.9,15593.4
TXN-10230,2024-02-19 21:30:00,Main Lounge,Jack Daniel's Bourbon,15593.4,0.0,825.3,14768.1
TXN-10231,2024-02-20 22:45:00,Main Lounge,Jack Daniel's Bourbon,14768.1,0.0,1274.8,13493.3
TXN-10232,2024-02-21 18:45:00,Main Lounge,Jack Daniel's Bourbon,13493.3,0.0,1499.2,11994.1
TXN-10233,2024-02-22 23:45:00,Main Lounge,Jack Daniel's Bourbon,11994.1,0.0,1005.7,10988.4
TXN-10234,2024-02-23 20:30:00,Main Lounge,Jack Daniel's Bourbon,10988.4,0.0,2403.2,8585.2
TXN-10235,2024-02-24 21:15:00,Main Lounge,Jack Daniel's Bourbon,8585.2,0.0,2350.1,6235.1
TXN-10236,2024-02-25 18:30:00,Main Lounge,Jack Daniel's Bourbon,6235.1,0.0,1063.8,5171.3
TXN-10237,2024-02-26 18:00:00,Main Lounge,Jack Daniel's Bourbon,5171.3,0.0,851.1,4320.2
TXN-10238,2024-02-27 21:00:00,Main Lounge,Jack Daniel's Bourbon,4320.2,0.0,969.5,3350.7
TXN-10239,2024-02-28 19:30:00,Main Lounge,Jack Daniel's Bourbon,3350.7,0.0,1545.2,1805.5
TXN-10240,2024-02-29 20:00:00,Main Lounge,Jack Daniel's Bourbon,1805.5,12000.0,390.3,13415.2
TXN-10241,2024-03-01 23:45:00,Main Lounge,Jack Daniel's Bourbon,13415.2,0.0,2308.6,11106.6
